"sim10_repl1_input","sim10_repl1_high","sim10_repl1_med","sim10_repl1_low","sim10_repl2_input","sim10_repl2_high","sim10_repl2_med","sim10_repl2_low"
17,10,20,14,2,6,8,5
0,0,0,2,57,60,57,16
1,2,2,2,0,0,0,0
35,44,33,24,0,1,1,0
5,2,1,0,0,1,0,3
164,149,160,148,16,11,24,1
7,4,8,0,2,0,2,2
13,13,19,4,35,41,43,1
47,46,53,19,37,44,46,29
38,46,57,20,12,14,16,6
18,15,16,5,6,19,12,2
0,0,0,0,20,14,16,27
1,0,1,0,25,24,28,67
0,0,0,0,5,10,6,10
7,6,5,1,29,39,44,64
1,6,1,0,17,20,32,20
116,102,172,53,63,69,33,26
72,49,76,53,55,77,77,16
19,16,16,4,11,14,14,14
1,0,0,0,7,10,10,2
6,5,8,0,24,33,31,43
2,2,2,5,2,3,2,1
5,4,2,0,3,12,6,16
7,9,6,2,16,10,11,0
0,0,2,1,8,6,8,4
10,5,12,2,15,6,5,5
4,3,4,2,53,56,57,60
5,10,6,1,3,6,3,5
32,30,31,13,18,29,10,7
0,0,0,0,7,4,6,7
57,50,64,42,0,0,0,0
6,12,7,7,39,53,50,37
34,44,33,70,72,70,72,11
0,0,0,0,4,6,1,0
57,61,46,10,3,7,4,1
25,30,24,6,4,5,12,3
21,14,14,3,67,73,60,45
26,19,21,10,26,29,37,0
3,4,2,2,0,0,0,0
28,27,35,20,6,8,2,1
8,6,4,2,0,6,1,2
0,0,0,0,38,34,46,13
3,4,2,6,0,0,0,0
30,34,36,29,132,100,159,162
3,5,4,7,68,57,43,56
66,63,57,46,46,36,45,12
9,19,20,29,7,9,12,8
1,0,0,0,23,34,21,31
5,3,4,18,13,8,4,3
22,28,24,48,79,80,79,50
23,22,20,68,6,2,3,4
0,1,1,5,6,12,6,1
12,10,12,47,0,0,0,0
6,13,6,6,0,0,0,0
2,1,2,5,0,0,0,0
63,85,65,59,0,0,0,0
70,65,61,74,49,47,46,177
30,37,58,11,8,13,11,3
0,2,4,2,15,19,18,30
0,0,0,0,0,0,0,0
29,19,30,67,0,0,1,1
14,19,16,12,34,19,24,13
0,0,0,0,15,13,15,0
33,35,31,10,5,7,9,21
0,0,0,0,7,23,4,9
33,42,28,38,8,7,4,8
0,0,0,0,2,3,1,8
1,4,6,4,1,0,3,5
1,2,3,0,0,0,0,0
31,25,20,1,1,2,2,2
10,8,4,0,12,17,9,16
33,22,29,30,16,11,15,7
1,1,0,3,30,34,42,8
23,29,20,21,0,0,0,0
4,17,8,2,20,14,27,11
21,22,22,7,27,27,29,12
6,4,3,7,3,6,8,3
107,78,98,17,0,0,1,0
0,0,0,0,9,10,8,15
0,0,2,0,1,1,1,1
0,0,0,0,0,0,0,0
0,0,0,0,25,10,16,28
0,0,0,0,79,60,60,123
6,4,3,2,3,1,1,0
13,12,12,6,1,6,3,1
1,1,1,0,2,5,6,4
5,7,5,1,12,13,9,4
12,12,14,37,2,2,1,6
3,2,2,1,0,0,0,0
4,2,9,6,35,43,32,11
3,2,1,6,39,32,27,19
10,2,4,14,19,22,21,7
1,1,1,1,7,3,1,8
40,30,33,58,2,3,0,3
11,13,22,20,1,3,0,0
4,7,2,12,3,0,4,1
9,11,17,18,21,21,15,28
17,19,18,66,13,9,11,27
16,37,25,14,41,55,31,71
4,3,3,5,20,19,22,1
17,23,17,19,0,0,0,0
9,7,9,22,18,11,9,7
21,20,20,38,77,59,64,29
0,0,0,0,0,0,0,1
15,23,15,13,62,94,56,27
10,18,24,3,14,19,15,8
0,0,0,0,0,0,0,0
9,16,10,28,3,3,4,4
27,19,12,28,12,9,22,3
0,1,1,0,1,0,0,0
7,10,2,0,2,8,5,8
5,2,2,0,34,25,16,19
4,2,2,5,1,1,1,0
10,13,2,5,1,1,1,0
1,2,2,2,0,0,0,0
6,8,5,6,4,3,5,2
24,17,19,10,24,13,22,18
3,2,2,2,0,0,0,0
2,2,1,3,30,12,17,10
8,11,13,7,15,23,26,24
20,17,16,29,7,5,7,15
0,7,1,6,36,52,43,23
31,31,21,39,11,11,12,17
31,26,18,19,13,16,16,17
20,18,17,12,19,9,24,23
36,27,38,65,4,2,4,4
1,6,5,3,15,9,13,6
57,35,55,45,1,1,2,4
69,64,75,54,14,12,9,7
5,3,2,1,18,16,17,9
51,55,44,97,2,5,2,3
30,29,33,92,30,33,33,17
1,2,3,0,15,14,10,9
0,0,0,0,24,14,26,15
3,6,3,3,29,32,24,13
12,19,17,10,0,0,0,0
2,1,0,2,0,1,0,0
62,55,56,26,0,0,1,1
5,5,9,3,11,17,17,13
31,39,19,85,0,0,0,0
9,5,3,2,24,34,28,43
60,49,35,86,26,31,33,13
0,0,0,2,44,52,31,61
4,9,11,6,1,4,5,1
1,1,1,2,2,2,1,1
89,68,63,99,13,7,8,5
11,9,6,15,2,0,0,0
84,82,86,32,17,14,18,14
62,39,66,132,0,0,0,0
38,32,52,146,41,40,43,13
4,2,2,0,8,3,2,1
6,4,5,4,0,0,0,0
17,22,9,17,0,0,0,0
1,0,0,0,16,18,22,25
6,6,3,29,18,18,17,35
0,0,0,0,38,39,39,13
43,54,67,64,2,0,0,0
6,5,11,8,21,25,26,24
25,24,18,19,27,36,27,77
14,16,15,7,0,0,0,1
3,0,10,5,0,4,0,6
16,27,31,15,32,35,34,23
0,0,0,0,0,0,0,0
67,61,79,115,22,19,24,23
24,39,21,11,10,11,9,4
13,14,20,28,29,24,24,30
47,39,43,5,60,54,71,95
7,4,12,11,5,6,12,2
0,0,0,0,73,78,65,99
0,0,3,1,2,5,7,13
30,70,23,20,33,22,44,53
65,78,50,93,2,0,1,0
1,2,0,0,4,6,2,1
9,6,12,7,27,31,39,58
3,5,2,1,0,0,0,0
110,135,107,133,1,0,4,2
0,0,0,0,29,25,16,7
9,3,3,8,0,0,0,0
1,1,1,1,3,3,6,4
0,0,0,0,0,0,0,0
1,0,0,0,7,3,4,13
7,4,6,3,2,3,2,2
7,8,6,9,0,0,0,0
4,9,3,9,46,39,51,54
41,28,31,29,4,3,4,2
3,3,2,4,2,1,1,0
5,5,9,2,0,0,0,0
3,2,1,1,0,0,0,0
8,5,3,2,4,4,4,1
38,24,38,9,0,1,0,0
0,0,0,0,0,0,1,2
22,38,28,22,40,49,47,0
7,14,12,4,9,7,7,0
2,4,1,0,43,46,31,30
8,11,11,3,19,14,13,41
54,39,58,50,0,0,0,0
0,0,0,0,0,0,0,0
11,14,9,15,36,31,25,33
0,0,0,0,4,6,5,5
10,15,11,11,6,6,8,12
9,5,11,14,6,6,2,1
27,31,27,51,25,26,21,97
1,2,5,1,48,57,49,14
35,50,48,12,0,0,0,0
50,42,42,107,0,0,0,0
6,11,13,3,4,1,0,2
8,3,11,6,7,7,1,4
26,27,32,10,1,1,3,0
39,43,25,69,11,15,8,30
35,27,19,15,10,8,14,4
9,5,11,3,27,39,29,26
0,0,0,0,0,0,0,0
35,27,28,15,16,31,12,10
17,27,17,21,0,0,2,0
43,60,65,19,0,1,0,0
0,0,0,0,2,7,2,3
24,16,31,26,11,8,8,10
1,7,10,3,39,29,35,21
23,14,22,16,6,10,5,19
0,0,0,0,0,0,0,0
14,5,17,2,8,4,13,12
8,14,13,34,15,21,15,13
1,0,1,0,34,16,30,12
92,100,86,42,8,4,6,21
13,17,24,15,6,4,2,7
3,4,4,0,0,0,0,0
39,45,48,54,2,1,2,1
3,1,1,8,7,7,5,9
17,15,22,10,0,0,0,0
86,83,107,127,86,107,78,23
0,0,0,0,8,11,7,4
39,24,25,48,2,0,0,0
49,40,56,80,4,2,5,30
1,1,4,1,14,9,12,19
23,30,20,10,0,0,0,0
1,1,1,1,6,5,6,1
4,8,4,6,23,25,13,25
0,0,0,0,5,6,8,7
0,0,0,0,20,26,15,8
22,30,19,31,4,5,2,8
0,0,0,0,14,11,17,4
5,7,4,5,1,2,0,0
0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0
0,0,0,0,36,42,37,32
3,6,5,23,0,0,0,0
0,0,0,0,5,2,2,2
3,3,5,7,0,0,0,0
1,0,0,0,9,5,9,21
23,43,28,1,74,73,74,41
9,8,9,4,12,19,16,4
1,3,2,0,2,9,5,5
60,62,58,221,2,1,4,2
0,0,0,0,0,1,0,0
91,73,101,32,10,20,6,7
11,15,19,14,34,25,36,36
9,13,14,12,7,14,8,7
15,17,8,27,7,5,8,2
0,0,0,0,0,0,0,0
26,16,32,14,27,39,24,41
7,13,6,24,0,0,0,0
7,8,12,3,2,0,0,1
1,0,0,2,21,16,34,11
0,0,0,0,3,5,6,7
24,35,17,51,8,3,5,6
22,12,16,10,4,0,2,0
13,6,8,4,0,0,0,0
50,55,46,12,34,28,44,50
1,0,1,0,3,0,2,0
9,9,9,10,3,3,2,0
2,1,0,1,26,25,21,39
2,0,2,2,4,6,8,15
17,19,19,14,2,2,4,4
4,4,3,7,44,28,36,28
11,13,14,16,19,30,22,26
6,7,5,0,4,10,8,6
16,15,15,13,8,6,5,10
40,46,34,24,18,14,18,1
31,47,36,28,7,20,12,41
40,49,27,24,14,12,11,14
65,67,56,17,2,2,1,1
41,35,44,37,7,5,2,16
0,0,1,0,55,62,60,17
12,14,11,13,36,30,30,59
32,30,27,55,5,1,1,1
8,7,1,1,1,1,0,0
5,3,5,0,51,53,56,66
13,11,10,19,11,13,9,9
91,94,124,319,19,17,14,21
17,20,22,11,29,36,38,33
0,0,0,0,10,9,9,3
28,12,20,1,24,19,17,18
20,14,17,3,0,0,1,0
19,8,12,26,0,2,1,0
0,0,0,0,18,27,13,22
18,11,18,17,13,17,14,3
1,2,1,2,16,11,29,1
19,27,17,1,6,8,8,15
55,67,47,47,3,12,9,13
34,32,33,52,13,16,14,48
25,41,37,4,29,42,48,94
0,0,0,0,9,17,19,25
21,24,17,32,8,10,9,12
0,0,0,0,0,0,0,0
18,8,27,0,35,38,45,49
0,0,0,0,12,14,14,1
4,4,4,15,4,7,8,10
5,6,3,1,14,12,18,6
2,5,5,17,23,26,37,48
45,21,44,30,1,1,0,0
2,0,2,0,8,7,4,8
13,19,17,6,2,2,0,2
6,4,4,3,9,6,7,4
2,1,4,2,43,48,52,31
7,9,4,10,61,54,60,11
0,0,0,0,86,93,85,111
60,44,63,83,0,0,0,0
1,6,2,0,11,12,12,7
11,14,18,18,0,0,0,0
0,1,0,0,1,1,1,2
18,27,16,13,43,38,38,21
29,25,19,37,21,26,17,7
15,7,13,5,5,2,3,1
7,5,2,0,27,26,27,29
2,0,1,0,1,0,0,0
19,27,27,11,6,15,3,5
27,33,31,28,1,0,1,0
17,18,19,23,2,4,3,0
18,10,27,9,5,7,5,6
1,4,1,4,9,7,14,4
18,22,15,9,1,1,2,0
0,0,0,0,20,14,15,3
24,26,29,4,19,22,9,20
8,6,4,0,0,0,0,0
6,11,11,3,5,6,4,9
2,0,2,0,11,12,15,17
34,26,22,3,1,3,6,0
1,2,1,1,0,0,0,0
3,5,7,7,14,10,9,4
7,5,7,2,10,9,7,20
8,11,6,5,2,4,3,6
33,40,44,38,3,3,2,5
9,6,7,7,4,4,9,19
10,8,10,4,0,0,0,0
164,136,194,98,8,2,2,6
44,51,54,68,2,5,3,1
2,2,3,7,0,0,0,0
2,2,2,1,75,66,82,84
18,18,13,14,0,0,0,0
82,92,88,35,17,23,17,31
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
23,18,17,8,64,57,70,156
12,14,7,2,57,50,42,60
0,0,0,0,6,1,4,4
18,14,21,16,2,1,1,0
0,0,0,0,10,9,9,44
3,2,5,1,0,0,0,0
6,4,7,2,8,6,10,0
2,0,1,2,46,38,29,6
38,27,52,39,19,25,17,18
6,6,3,4,64,61,78,12
65,83,79,100,0,1,0,0
13,18,14,33,43,34,49,3
1,0,1,3,47,46,39,48
4,1,0,0,0,0,0,0
0,0,0,0,0,1,2,0
0,2,0,1,5,7,3,5
63,42,50,17,0,4,3,5
0,0,0,0,0,0,0,0
0,0,0,0,29,21,22,14
3,8,3,8,35,16,23,64
0,3,2,5,33,20,34,156
13,10,6,15,34,34,34,8
2,0,1,0,8,1,3,5
0,5,1,0,9,9,11,0
7,7,9,7,99,80,92,0
10,8,9,7,8,10,7,14
18,20,28,11,15,12,13,18
16,15,15,2,9,10,9,3
30,36,36,52,0,2,7,0
13,10,14,2,13,18,19,9
7,13,12,8,73,71,60,127
5,2,4,1,1,0,1,0
0,0,0,0,7,5,1,2
8,14,13,6,60,60,70,106
7,3,3,1,0,0,1,0
0,0,0,0,2,3,0,1
4,0,3,2,8,9,8,10
11,12,15,1,4,1,5,7
6,9,19,6,18,9,10,15
4,6,1,1,0,0,0,0
12,13,7,16,0,0,0,0
32,30,25,3,41,28,26,25
4,8,4,6,15,27,22,36
1,5,9,4,0,0,0,0
17,22,11,7,25,30,33,16
14,16,9,24,27,23,29,22
0,0,0,0,2,9,7,0
1,1,1,2,0,0,0,0
43,31,40,75,11,15,13,44
30,30,28,11,49,58,49,102
1,0,0,0,14,13,19,47
0,0,0,0,3,3,9,3
3,2,3,3,3,7,7,5
3,2,5,5,5,12,5,4
16,9,10,5,0,0,0,0
9,15,16,8,7,4,4,2
38,44,38,18,29,28,28,0
6,9,2,16,0,0,0,0
43,47,55,5,16,17,22,10
20,27,24,20,39,34,25,21
61,38,58,37,20,28,12,4
4,2,3,18,6,7,10,3
28,31,23,29,67,58,86,8
0,0,0,1,0,0,0,0
4,2,6,7,5,10,12,1
0,0,0,0,2,0,2,0
7,16,13,17,0,0,0,0
29,23,27,18,0,1,2,2
27,25,28,8,9,9,8,25
69,86,55,137,10,6,7,14
20,17,13,10,19,16,17,17
0,0,0,0,9,13,4,4
20,26,29,24,41,25,24,4
1,0,3,0,14,8,9,5
16,14,27,13,3,5,1,3
10,4,12,14,1,0,4,13
33,34,26,15,2,4,2,0
0,0,1,4,0,0,0,0
0,0,0,0,95,80,93,93
5,1,1,1,0,0,0,0
15,17,15,9,4,6,4,3
0,0,0,0,24,10,28,7
63,48,39,72,35,29,22,8
2,1,1,4,13,12,12,3
1,1,4,1,0,0,0,0
15,28,15,7,2,7,0,4
12,13,12,41,12,19,15,3
1,3,2,0,17,13,14,6
2,0,0,0,0,0,0,0
5,3,4,9,7,7,7,13
35,35,45,7,0,0,0,0
6,5,7,1,37,29,33,5
7,10,10,5,0,0,0,0
2,1,0,0,1,2,0,0
2,1,0,0,39,37,22,5
10,8,11,2,0,0,0,0
54,64,40,65,26,44,29,23
32,34,35,16,51,70,59,74
34,30,45,49,1,0,4,2
0,1,3,6,11,15,12,5
6,4,8,15,7,2,4,0
73,83,69,77,0,0,0,0
0,0,0,0,18,18,12,8
3,1,5,4,0,0,0,0
0,0,0,0,6,6,9,8
2,1,1,2,8,13,7,15
6,6,8,8,0,0,0,0
60,43,38,103,29,31,38,13
29,23,27,0,4,6,3,2
13,34,24,4,13,12,21,11
36,25,32,19,38,41,46,83
0,0,0,0,0,0,0,0
5,6,13,23,25,25,25,46
0,0,0,0,14,10,9,18
0,0,0,0,0,0,0,0
65,88,67,126,1,0,0,0
2,2,0,0,4,3,8,12
0,0,0,0,4,6,1,0
13,17,5,8,1,5,4,0
12,11,15,20,2,2,1,1
8,8,3,3,1,1,0,0
66,75,55,27,1,2,1,0
27,13,17,37,22,14,19,10
7,5,7,4,42,58,68,30
4,0,1,2,0,0,0,0
5,7,6,14,6,0,5,0
21,21,19,15,0,0,0,0
32,29,27,14,52,44,56,68
42,53,64,74,0,0,0,0
12,11,21,36,3,4,3,1
3,2,2,0,0,0,0,1
33,25,35,93,0,0,0,0
25,22,29,4,0,0,1,0
11,4,5,24,0,0,1,0
17,8,20,24,95,104,84,40
25,20,22,38,28,29,27,13
12,20,13,21,7,4,9,9
0,0,0,0,0,1,2,0
8,10,13,17,25,20,21,21
42,26,39,122,0,0,0,0
8,6,13,13,15,14,16,16
5,7,9,2,19,26,29,19
25,28,21,36,0,0,1,0
6,2,1,0,6,3,5,1
20,25,41,16,34,44,52,36
43,43,51,10,0,0,0,0
0,0,0,0,11,8,9,5
9,16,7,0,17,16,16,12
21,21,13,59,28,31,33,15
43,37,51,29,1,0,0,1
34,32,39,35,6,4,5,5
0,0,0,0,2,3,1,3
5,7,7,3,72,73,86,116
0,0,0,0,8,8,8,36
5,1,4,3,0,0,0,0
32,24,22,9,1,2,1,0
21,18,19,7,29,39,26,47
0,0,0,0,0,0,0,0
10,11,19,29,14,16,10,37
1,1,0,0,3,4,4,6
0,0,0,0,23,27,22,45
1,5,3,0,16,19,10,40
5,6,5,8,1,0,1,2
45,44,55,48,4,3,2,0
3,6,7,6,1,1,2,1
9,7,5,8,0,0,0,0
6,8,12,3,6,5,7,5
14,12,13,27,8,7,6,2
72,82,54,23,1,0,0,1
0,0,0,0,24,19,24,28
