"sim1_repl1_before","sim1_repl1_after","sim1_repl2_before","sim1_repl2_after"
247,376,233,359
187,442,241,100
991,871,956,2482
106,30,120,66
498,449,639,1056
696,681,929,793
484,441,451,519
414,671,660,882
393,291,611,716
511,349,742,845
415,730,475,255
183,112,234,362
440,525,317,168
140,165,189,152
214,159,363,229
496,493,610,925
51,130,97,136
246,270,328,316
55,10,107,29
240,427,243,417
722,623,761,1000
658,884,872,552
324,773,354,367
201,308,177,121
577,365,591,1017
423,710,537,545
27,5,61,74
376,999,434,219
469,1167,508,435
329,507,436,679
224,224,286,496
216,680,289,355
531,1710,892,691
418,468,625,823
337,304,356,345
383,602,485,149
546,243,544,766
234,354,456,355
909,843,1017,650
194,325,389,708
304,394,412,586
108,61,103,61
952,1083,1146,1087
489,747,345,289
411,395,491,570
170,227,290,412
728,1018,765,392
1031,1138,1266,2041
774,859,781,2224
278,300,362,322
635,519,696,732
410,513,518,956
679,1069,705,698
450,775,617,672
324,492,439,604
504,177,687,558
226,198,227,342
357,220,478,641
725,866,1094,624
272,294,327,555
814,1023,812,1373
161,264,235,420
216,321,252,402
399,461,365,762
508,1050,730,790
641,212,655,844
468,552,574,460
517,111,693,1042
577,724,818,938
509,724,451,417
1880,2171,2081,2459
479,238,443,613
753,207,1049,951
507,561,634,1049
1322,2138,1824,2036
422,474,527,598
780,1072,969,1499
990,1618,1070,585
915,649,836,1136
528,227,512,416
323,408,480,300
605,964,794,1167
178,129,219,245
478,364,650,1044
57,56,112,85
383,770,549,282
1010,1491,1146,153
244,234,227,197
233,165,214,264
967,794,1175,1192
290,358,369,165
37,21,59,92
318,236,442,835
778,1444,1014,1171
244,519,382,712
433,280,492,1259
60,72,113,152
738,754,832,1099
293,275,225,111
513,242,587,850
454,647,691,1237
193,211,141,64
393,775,489,123
590,640,517,303
391,547,629,717
330,263,437,516
772,864,918,555
826,1208,1028,698
298,297,380,490
580,506,713,767
385,711,320,204
636,190,751,739
280,448,306,316
344,698,340,244
182,221,215,231
730,629,883,847
632,1122,934,1046
435,1117,531,584
494,186,563,464
335,770,449,479
442,723,413,362
734,400,858,870
1185,1256,942,1715
900,691,930,1030
352,275,416,349
605,418,719,531
761,1052,947,630
272,230,328,109
140,94,232,287
500,524,399,345
474,607,634,1264
478,381,633,1415
287,280,399,213
637,273,831,851
277,152,298,445
222,348,392,438
220,222,252,446
322,335,312,194
129,100,78,90
470,361,554,133
362,907,675,599
90,66,119,85
329,385,442,318
608,593,795,1681
194,269,224,216
648,715,875,611
311,415,360,362
116,96,185,306
291,330,451,715
374,198,376,369
512,393,630,642
737,1298,836,1423
239,390,323,168
739,743,745,1163
340,467,523,422
355,404,438,138
239,289,425,683
348,431,385,417
245,266,380,246
367,371,408,324
1130,1572,1191,1654
235,455,262,412
408,328,633,823
154,223,228,420
403,442,569,956
471,727,426,233
248,355,559,284
170,59,211,140
265,570,302,488
779,741,887,644
264,262,266,346
467,419,602,901
1084,1268,1469,1063
122,140,239,88
264,297,185,248
594,237,784,976
705,582,846,389
439,490,817,378
290,393,282,467
138,113,85,73
428,213,369,273
373,126,419,318
379,394,431,481
173,131,190,230
484,892,481,357
136,211,89,128
206,315,262,463
428,567,312,184
615,583,615,785
649,995,807,971
307,533,437,649
181,180,257,538
702,1429,810,637
229,306,224,160
118,220,169,176
243,543,266,562
206,408,145,188
497,227,663,477
305,583,341,322
470,389,397,410
112,97,111,58
97,200,137,157
183,164,272,309
714,234,1037,285
1455,1796,1874,2798
619,844,817,521
417,324,420,438
319,592,493,580
643,1484,872,468
239,170,342,536
1076,1113,1322,896
286,320,384,151
384,269,395,417
466,426,542,792
242,388,221,170
321,285,447,387
451,452,610,815
348,273,428,237
609,720,670,946
223,320,212,171
176,67,180,174
398,236,392,608
484,493,549,590
102,156,125,87
130,142,162,126
76,124,83,119
444,840,691,242
342,448,514,518
569,591,638,782
529,163,686,443
210,319,177,261
538,429,636,585
334,442,470,227
430,297,481,695
266,328,319,99
340,673,370,250
134,163,172,138
188,111,175,100
180,150,348,296
634,536,675,1007
309,203,410,635
479,735,556,738
138,39,223,90
24,5,71,109
388,165,485,455
235,515,399,337
882,533,1027,1280
387,394,476,535
343,552,412,611
457,578,594,944
190,549,181,143
686,454,787,792
95,257,113,31
166,228,262,216
108,60,106,172
380,277,591,1119
390,737,546,900
246,199,314,226
176,277,250,64
440,491,434,33
140,205,167,374
132,44,97,112
162,85,198,339
108,160,102,48
124,193,143,344
392,392,439,352
455,480,552,537
498,811,572,834
142,81,139,131
324,315,310,118
693,867,781,693
190,115,157,267
361,532,571,585
530,548,737,1178
636,751,711,1120
290,306,422,329
783,1403,796,1272
220,254,197,272
191,111,215,118
347,247,507,297
127,204,131,225
129,16,103,50
6,5,12,10
340,622,419,397
268,508,323,122
816,1659,912,882
556,712,554,377
627,727,1059,1189
329,219,497,283
738,776,889,536
648,1467,744,1289
1124,1103,1082,484
1114,1322,1227,1030
390,189,455,660
266,139,431,865
395,465,593,775
146,159,191,189
500,421,537,452
319,520,499,207
525,620,561,775
533,864,719,1116
468,397,485,256
512,635,482,430
587,627,696,1402
697,582,712,949
416,788,555,1212
151,216,195,152
982,1580,1208,1229
525,628,594,621
337,409,427,779
246,237,294,332
511,843,710,692
563,897,573,349
449,702,617,595
238,338,243,226
190,177,237,142
236,433,240,308
222,228,222,90
325,253,516,626
357,582,366,188
295,642,398,414
496,542,478,939
211,69,193,101
774,553,1084,329
76,77,150,145
774,405,743,1075
173,452,240,233
116,172,177,149
178,91,269,365
81,282,182,240
255,368,201,190
558,422,680,796
275,527,390,532
344,158,469,743
279,321,305,59
254,558,276,395
551,990,499,546
397,655,557,469
217,175,219,271
428,243,540,999
488,661,599,304
669,936,1101,469
275,244,547,725
383,315,491,746
623,865,682,1329
299,473,284,393
388,481,373,281
179,263,233,196
300,393,305,357
505,875,453,443
600,940,818,1002
59,18,79,112
344,384,576,509
274,137,422,369
535,704,689,202
425,876,333,269
734,539,793,2153
426,816,527,590
421,225,545,330
452,834,469,602
184,210,217,233
608,673,790,403
455,958,735,937
629,496,593,339
584,514,531,430
510,498,605,846
502,640,548,405
20,0,32,28
533,853,624,923
125,174,196,132
377,499,443,324
206,223,174,172
745,707,776,991
219,312,244,312
349,378,570,747
206,211,387,515
153,314,188,189
255,512,210,171
386,358,421,311
835,1663,1051,1639
445,249,594,492
410,553,431,825
419,696,537,392
173,205,230,239
318,263,361,148
460,420,602,561
88,39,148,182
1058,1514,1348,2931
632,423,692,546
446,615,447,736
344,513,398,689
504,834,551,424
180,76,199,433
605,646,799,734
317,226,320,36
143,206,220,148
468,804,544,585
481,438,458,557
562,672,600,346
397,603,523,165
586,972,586,379
356,328,423,706
510,782,486,543
53,27,73,90
558,368,655,645
79,183,59,66
320,387,403,269
323,351,455,417
288,214,314,144
412,696,584,1328
209,197,253,100
330,252,444,344
223,432,427,477
156,224,164,116
477,422,532,129
583,860,794,215
435,349,730,642
173,350,209,316
55,55,87,55
253,270,258,363
257,277,367,301
370,224,298,593
315,335,401,249
174,183,204,110
549,1341,623,422
571,782,671,705
501,579,566,693
334,142,327,194
730,781,769,1158
510,217,645,576
336,583,336,329
59,58,77,21
131,89,167,145
190,189,199,140
117,305,87,156
512,370,638,549
508,280,421,427
156,161,298,120
220,165,273,495
402,513,610,737
120,105,151,147
725,1502,757,508
122,75,139,143
308,194,330,927
268,197,462,541
179,187,317,223
312,224,494,385
476,340,734,389
461,392,453,825
132,284,183,29
131,63,199,330
110,114,187,298
330,295,434,250
812,887,991,727
97,154,132,104
63,39,61,47
373,485,480,368
306,307,352,539
507,820,654,992
442,302,391,483
399,567,432,366
570,183,697,803
510,356,499,507
621,608,703,737
220,483,326,342
516,499,512,477
160,241,110,230
109,144,82,112
27,20,39,65
149,287,142,128
588,872,713,976
210,215,305,535
120,118,108,141
201,198,225,85
169,75,222,186
224,182,336,453
155,190,307,203
170,73,245,310
927,1398,871,445
485,430,696,425
130,98,118,91
199,450,284,157
225,252,265,109
271,290,476,631
291,693,517,609
503,404,510,277
868,900,996,955
792,976,886,632
218,276,319,314
414,302,524,494
186,163,235,137
397,1047,794,1004
182,176,125,167
289,517,428,984
337,519,805,635
372,639,430,235
53,53,60,45
226,249,282,384
342,565,320,350
393,495,371,148
647,451,741,890
114,71,180,149
226,380,375,307
513,554,582,509
442,319,524,216
779,847,880,639
362,826,493,664
334,474,364,370
386,316,383,690
429,730,373,474
540,886,772,960
351,1087,387,271
263,325,280,493
338,116,321,539
287,239,271,353
338,509,429,612
435,352,378,276
658,1159,813,669
356,432,484,857
576,280,571,569
217,288,364,123
563,1149,804,966
75,105,192,303
928,1274,1191,628
186,256,283,208
151,68,145,106
393,713,390,431
51,71,95,194
255,240,392,722
174,146,150,129
447,995,759,436
94,45,160,50
364,816,368,767
50,56,21,9
522,370,511,185
136,79,168,159
333,753,535,473
404,721,516,592
345,644,499,695
260,180,476,441
243,297,194,111
95,102,115,138
465,346,625,576
153,135,156,261
147,167,135,131
232,206,380,391
476,642,515,270
671,656,852,600
152,220,188,189
598,1147,670,818
624,731,773,819
149,174,158,116
802,1527,1065,967
331,135,561,812
237,436,250,248
222,373,303,162
130,60,163,200
162,181,158,264
487,589,597,300
387,798,518,555
465,463,451,522
255,366,358,628
631,873,698,920
266,84,365,361
616,287,674,648
493,649,435,252
326,464,499,695
145,131,203,88
666,807,817,1307
182,168,271,417
403,603,507,407
148,179,151,104
213,139,195,223
521,937,573,965
341,297,330,246
435,498,487,555
508,735,820,1062
721,1084,735,1305
126,187,207,312
186,231,212,234
583,645,669,665
345,319,535,325
277,250,440,640
136,76,174,143
122,42,220,259
52,76,69,140
219,126,235,200
89,22,116,165
150,203,157,470
150,303,156,158
478,554,586,896
339,194,551,520
498,265,688,541
492,929,724,650
801,538,845,1346
653,690,742,872
614,947,697,1213
551,989,615,280
588,587,739,361
582,934,694,1140
392,308,634,1115
876,561,814,901
550,770,753,1971
530,187,690,851
270,451,209,275
521,987,601,542
187,277,276,413
554,751,850,2182
189,241,226,238
306,477,342,126
109,106,149,291
563,997,598,677
520,537,580,737
214,361,250,148
259,371,431,205
888,879,835,824
18,0,92,166
802,622,913,736
780,208,865,761
757,2027,1138,1348
388,400,466,711
52,48,55,137
70,76,83,153
386,652,519,435
227,332,339,168
524,437,707,544
408,602,632,427
405,379,435,710
141,114,102,135
187,152,215,172
373,664,431,352
1023,995,1116,559
932,1244,657,755
505,637,747,644
268,201,369,533
951,1256,980,605
1056,829,877,471
568,1175,868,728
479,646,699,1071
1056,461,1034,1045
107,64,152,190
346,561,326,229
448,511,611,1647
299,210,396,400
563,662,584,997
353,429,357,390
373,441,316,235
822,1400,1148,1245
197,150,300,505
273,157,341,406
515,246,693,227
126,265,110,88
284,202,259,287
246,328,195,120
151,162,201,188
293,717,416,557
142,157,205,204
164,120,141,269
181,155,281,246
903,1113,1187,1242
474,217,451,583
162,87,203,104
574,641,614,231
403,637,417,635
440,369,383,565
230,142,335,270
189,458,281,75
341,542,357,591
161,65,250,233
45,72,82,59
196,300,282,306
200,312,125,161
301,404,348,416
192,322,276,342
245,534,291,240
33,18,28,38
116,111,221,182
128,239,158,190
387,358,681,515
529,432,549,394
21,16,36,76
191,283,216,78
118,139,185,265
220,384,176,134
197,231,249,343
178,127,232,527
220,299,215,141
436,374,410,330
391,100,368,336
667,952,741,750
865,1226,956,1619
259,448,266,490
278,100,363,479
96,222,118,52
731,702,827,646
633,487,730,898
221,322,274,243
462,406,603,576
203,65,217,365
114,34,62,24
149,134,268,236
416,601,509,331
217,677,297,247
172,318,305,210
160,154,146,159
401,543,442,282
370,348,418,310
617,489,883,318
195,112,313,408
511,496,641,373
477,339,573,526
578,359,681,832
510,755,732,436
266,309,437,355
593,1266,650,839
225,447,187,101
365,669,469,363
104,130,96,42
397,278,458,121
567,242,680,889
74,133,112,81
310,196,340,406
1053,694,1494,946
460,913,655,723
422,388,697,1207
808,1527,1027,1125
442,597,457,543
656,1189,913,391
627,842,799,548
414,539,461,412
417,331,391,292
191,186,275,181
811,741,822,805
341,212,376,233
494,119,620,1037
170,327,155,49
290,192,398,313
703,1188,988,1254
531,424,605,731
502,561,707,719
220,187,323,362
803,1396,959,588
242,259,371,766
383,382,500,551
243,322,287,281
321,233,438,246
315,370,226,258
413,566,626,872
897,1183,857,299
477,491,657,209
239,150,319,406
299,264,367,684
488,532,668,802
282,230,297,532
144,338,147,173
723,710,817,1536
127,243,181,312
578,1445,581,271
30,11,17,39
118,112,113,196
233,285,231,133
122,37,112,77
476,498,738,1324
1163,1330,1478,1196
582,747,644,1209
218,219,331,65
257,232,341,319
344,414,368,481
237,290,290,160
115,230,112,118
263,337,216,321
171,188,132,265
149,190,164,99
203,276,301,386
204,184,188,231
159,214,260,252
351,604,562,501
442,225,532,554
671,1574,712,669
172,173,201,129
198,511,197,243
142,91,116,150
101,87,209,238
121,136,150,167
386,750,1012,1726
1381,1288,1671,2919
341,805,434,526
945,391,1102,833
197,196,176,152
694,1171,800,926
843,1337,780,726
693,927,761,830
320,142,300,524
49,27,93,162
613,749,638,797
449,678,460,338
260,226,375,495
305,280,441,560
401,658,317,221
673,800,751,730
143,138,224,490
193,134,152,101
73,72,80,30
186,168,264,582
298,175,360,120
627,722,846,775
575,805,655,441
518,437,576,670
321,115,323,354
761,779,875,866
453,507,489,663
235,207,269,234
189,326,303,264
242,322,302,205
247,196,205,126
156,330,277,112
712,1258,862,1201
787,791,930,399
177,228,310,450
524,1352,726,416
521,431,733,318
354,767,428,609
65,101,76,99
113,121,228,239
202,265,177,295
587,734,664,752
687,873,745,932
224,264,275,219
577,966,716,657
145,288,247,389
101,111,127,60
143,162,247,355
443,748,761,806
409,273,602,1023
398,380,544,991
239,515,258,43
169,220,231,470
190,377,258,244
201,391,225,399
362,294,376,338
645,1041,822,753
967,642,1235,1441
131,262,184,122
271,218,389,175
316,236,244,399
73,101,111,198
120,145,144,110
610,575,932,1518
366,585,541,538
222,185,125,92
67,77,65,57
134,158,210,536
172,364,197,30
133,278,153,183
167,255,135,113
241,196,158,134
155,140,221,434
178,121,228,254
58,53,52,38
287,215,380,626
225,525,266,356
162,170,169,149
250,435,216,336
115,129,221,62
72,88,104,104
229,256,318,449
329,369,399,449
398,929,575,682
191,233,326,377
329,480,554,694
321,342,330,780
263,511,289,379
128,258,147,143
199,74,232,265
74,59,129,83
211,327,168,210
159,212,157,124
110,89,84,185
316,357,416,363
366,340,401,225
569,1283,718,403
39,34,64,44
33,43,18,6
647,1033,742,821
380,454,612,427
582,580,758,430
906,1561,1031,616
228,311,286,387
323,461,325,318
795,368,988,1866
596,674,684,322
25,91,47,68
392,311,411,433
381,291,340,519
275,407,412,324
178,148,173,281
631,414,797,608
308,477,418,1027
182,235,342,410
547,501,735,1209
626,324,531,1165
362,417,367,368
918,724,1074,1359
510,426,807,873
809,535,780,921
158,139,336,453
424,293,518,414
403,331,519,654
382,354,433,648
308,269,397,533
676,596,820,871
246,61,275,210
477,825,583,1084
429,270,542,822
564,734,575,835
1091,1051,1273,442
190,204,171,46
139,161,176,120
90,66,114,62
253,313,323,128
105,125,96,105
293,137,381,158
315,285,409,709
170,185,145,219
362,489,429,536
319,383,404,389
323,219,369,321
243,320,286,213
300,105,363,590
753,1568,822,2076
408,471,414,328
543,609,670,424
1108,1021,1533,4028
18,43,38,35
221,453,219,107
41,58,78,92
346,243,297,75
146,236,261,476
281,226,463,676
243,527,169,130
239,94,315,237
105,50,113,84
223,392,380,405
279,577,337,388
1475,1788,1661,1355
770,531,1131,1168
313,566,436,571
237,271,247,478
396,604,549,1387
848,1419,686,1211
246,222,272,169
358,399,558,410
129,159,195,203
615,453,659,604
578,924,809,1808
536,860,486,306
739,1052,1057,2249
159,149,162,310
477,1264,611,493
217,187,359,220
446,174,504,652
79,223,105,207
277,279,225,249
493,993,501,604
880,1108,1013,779
458,381,529,342
646,625,751,756
299,231,325,543
507,797,522,541
141,226,158,134
624,585,549,309
235,280,377,398
157,275,128,32
468,448,448,249
547,802,737,498
345,338,408,612
270,585,361,403
371,520,495,849
542,230,567,768
399,471,481,449
162,382,204,235
571,649,752,1182
57,61,98,34
303,326,481,514
409,262,425,328
511,698,484,194
164,272,215,209
282,225,418,575
239,312,193,308
310,340,285,216
292,337,315,329
97,77,104,187
573,216,644,194
290,160,375,370
506,890,600,766
652,496,706,750
207,357,156,250
329,279,513,471
538,715,631,988
741,1087,1052,745
228,99,269,367
386,372,492,439
323,163,388,423
353,547,474,390
343,647,346,279
143,179,254,230
538,988,758,395
331,508,337,89
109,253,238,341
175,324,193,107
103,150,151,171
234,411,303,175
184,214,202,328
302,596,378,580
124,127,222,160
239,305,468,429
334,637,254,422
141,79,108,123
92,207,82,54
1177,1879,1373,1890
287,219,508,223
408,699,658,761
374,537,533,701
187,407,187,380
459,423,400,635
176,208,215,168
245,52,274,178
599,588,947,938
616,1336,771,864
299,233,523,417
72,132,153,99
137,108,206,249
232,181,275,144
374,441,318,347
387,282,495,621
248,71,284,216
261,230,319,476
113,166,201,309
18,8,13,11
99,83,164,91
384,694,500,540
289,257,395,177
335,948,298,343
138,124,122,177
177,157,158,334
70,90,135,335
214,314,188,297
331,773,398,355
393,201,328,394
162,139,185,444
198,178,220,216
282,48,389,516
229,222,178,165
253,521,301,198
496,871,690,527
826,842,844,839
269,174,359,516
465,511,526,507
636,890,865,828
162,113,163,202
387,496,417,627
316,491,314,269
547,293,714,595
363,636,292,839
169,213,196,169
60,51,66,39
268,147,442,618
123,88,197,468
85,35,151,226
72,37,116,159
307,389,446,582
331,82,405,331
151,266,224,104
315,572,479,678
152,410,290,195
712,488,897,396
487,611,530,285
293,488,358,313
537,309,607,662
245,183,379,342
395,333,489,833
671,762,835,1378
260,134,277,453
229,363,247,282
283,193,262,286
328,390,434,740
538,519,740,436
529,339,672,323
290,192,177,218
209,138,377,421
501,297,590,251
242,366,343,366
633,749,832,904
98,64,181,135
220,64,294,159
140,103,122,67
383,370,513,544
77,124,178,297
345,456,424,382
523,356,491,428
66,52,83,64
265,123,260,277
306,491,342,205
181,196,253,244
333,390,304,354
226,232,255,370
145,280,179,107
372,463,380,390
159,201,163,120
551,1044,653,937
164,329,346,226
359,591,395,447
106,135,130,222
602,1176,806,1480
720,637,939,753
291,509,374,620
116,250,202,64
210,224,173,442
43,55,78,68
491,417,366,471
240,565,301,264
466,319,411,132
884,716,980,623
939,522,1073,895
351,839,388,168
439,576,440,603
315,512,558,925
420,373,336,60
129,220,314,260
397,76,406,691
97,37,101,89
958,935,1073,1259
368,549,374,624
343,461,490,564
290,626,333,281
402,464,448,428
387,444,415,354
389,196,480,543
204,285,269,431
167,125,203,193
350,346,392,135
395,273,314,632
252,405,471,727
685,751,840,740
291,950,386,627
278,500,304,168
478,253,475,574
334,242,500,160
393,562,493,1245
324,463,409,489
241,100,260,191
105,82,124,353
116,67,177,448
299,180,342,476
581,498,717,684
491,379,509,261
460,386,403,482
466,205,694,658
589,1235,511,701
474,648,592,435
92,91,68,119
390,155,526,322
247,267,392,495
269,289,308,310
196,76,203,168
632,415,884,990
198,360,222,84
279,273,400,593
422,629,580,1380
412,669,528,1040
764,545,509,353
247,327,418,360
92,166,100,40
421,761,499,734
339,220,361,461
40,77,60,22
340,734,442,338
209,161,279,56
269,535,380,480
89,96,157,242
130,205,283,306
300,512,337,217
921,614,705,651
264,251,391,485
308,612,337,262
619,1302,768,699
683,765,911,1010
453,641,488,286
980,952,1010,793
448,832,343,271
264,467,347,204
733,1345,777,710
265,495,417,313
206,99,285,567
252,413,209,232
64,163,85,45
114,210,173,209
291,173,290,247
695,818,674,723
292,351,383,398
790,782,792,559
383,465,466,770
500,756,607,656
577,970,900,1784
320,397,343,277
347,362,324,623
350,586,570,977
272,165,373,775
306,245,392,272
328,200,260,289
191,267,228,266
167,65,251,272
342,691,324,347
264,206,323,85
294,734,450,572
495,458,441,332
184,321,204,178
688,1162,546,736
192,151,346,248
1051,561,1169,410
535,769,672,630
703,418,853,561
719,1539,1053,803
312,381,401,642
467,436,530,529
124,91,149,65
262,334,332,356
189,226,209,273
243,385,272,359
511,558,543,474
93,13,71,45
43,113,114,156
390,325,433,686
369,593,374,503
273,88,367,98
501,401,538,1064
798,710,956,2168
320,171,381,197
380,840,365,851
404,484,436,742
413,480,395,225
168,330,183,145
108,255,120,61
184,552,215,347
205,421,190,215
358,665,395,446
263,92,233,233
360,276,278,511
180,99,235,414
374,275,356,508
591,978,569,657
444,442,456,593
206,250,211,184
533,330,610,1076
392,710,444,732
368,519,424,903
166,43,171,49
260,149,305,732
286,311,279,360
364,450,444,327
588,305,655,327
243,208,279,481
206,177,203,273
305,325,357,470
127,184,110,113
412,680,470,437
61,66,100,107
145,206,319,212
38,31,79,163
167,251,200,73
144,124,155,209
27,17,46,38
421,464,653,739
232,373,283,132
59,24,106,109
341,300,448,437
913,1342,1129,1553
170,400,195,228
167,78,197,134
391,325,407,648
191,298,268,471
226,462,252,261
285,320,297,536
100,79,120,84
52,18,94,120
446,648,319,163
246,185,403,602
700,435,756,918
135,99,116,206
253,342,198,204
225,463,175,166
397,1046,437,322
486,559,630,634
474,135,601,326
69,101,67,52
114,30,160,328
307,329,308,451
298,344,330,306
446,436,483,650
228,393,269,116
125,191,141,59
144,305,75,87
360,421,523,421
341,278,441,618
386,654,395,533
991,1066,1170,1755
996,1728,1441,1492
98,73,83,24
45,140,112,57
123,233,141,208
230,607,308,152
138,221,157,50
431,1192,544,277
239,91,300,288
260,161,348,422
431,465,575,261
49,70,100,122
772,993,947,761
204,178,269,449
393,371,465,1137
683,590,838,732
142,68,117,166
674,468,827,833
390,821,536,1197
450,287,451,552
245,357,308,320
142,125,157,177
443,719,576,547
89,206,104,85
265,166,429,683
361,182,317,412
114,232,89,56
517,401,570,369
165,332,190,567
358,749,478,320
259,160,344,182
566,910,707,975
741,625,1031,1064
422,238,565,639
334,273,324,365
116,121,204,142
426,654,585,902
354,161,340,483
198,389,305,260
87,292,139,196
256,163,355,339
271,166,299,644
481,287,701,1081
409,846,585,482
658,850,879,671
86,88,28,24
339,261,392,483
407,625,510,566
420,1061,432,836
157,274,228,386
283,310,358,357
227,267,397,432
228,228,290,285
335,338,458,404
123,111,143,137
297,45,344,490
14,27,12,8
533,452,672,709
95,205,47,40
87,58,129,289
243,257,279,88
496,732,578,441
236,78,385,123
91,190,153,214
116,92,155,197
216,154,175,58
152,261,228,227
286,332,317,567
458,236,640,1045
722,823,1044,1496
151,192,212,309
556,401,800,845
237,342,324,398
191,105,249,249
508,472,768,1084
583,1108,757,354
479,258,558,675
282,343,515,1005
436,664,476,176
697,616,750,871
344,187,434,682
425,1305,482,429
435,500,441,462
153,203,216,175
426,270,465,345
391,718,578,864
671,1130,540,1284
984,1278,1449,1808
147,144,135,169
163,80,335,763
113,23,150,353
216,245,269,273
396,453,281,318
395,687,541,471
234,878,354,408
57,96,74,51
298,575,359,434
119,174,144,69
558,1670,606,665
683,1286,1037,1275
180,202,261,177
659,755,720,925
438,454,446,211
240,169,210,249
73,57,156,162
537,672,630,753
365,608,330,293
440,407,643,510
248,265,430,807
469,777,437,201
252,304,290,368
924,1277,901,631
376,257,517,425
218,285,285,384
434,424,410,156
119,146,145,78
208,343,271,175
31,33,83,72
108,101,147,205
151,97,184,190
316,531,459,384
240,360,406,527
120,183,139,210
214,252,307,178
188,151,260,131
145,223,257,362
444,313,404,302
398,773,451,174
150,114,255,170
290,108,337,712
371,398,523,641
214,260,247,300
336,483,405,541
157,200,203,311
333,122,427,484
305,190,403,425
448,594,554,344
357,289,405,686
173,347,282,320
170,188,177,116
270,227,271,278
201,332,220,163
335,289,418,489
573,1453,639,662
537,150,553,526
566,656,689,791
559,480,639,696
47,57,44,63
172,159,209,231
55,88,18,23
284,300,322,398
546,746,629,885
624,634,757,568
382,724,519,416
279,239,286,106
350,387,431,222
434,262,349,411
174,101,169,198
498,851,559,406
41,27,138,266
60,111,49,53
526,710,511,452
188,171,319,223
587,592,617,695
263,380,271,375
150,68,169,268
83,186,130,79
344,354,434,402
178,425,149,221
362,710,395,283
188,244,197,202
850,846,1130,1024
270,226,452,438
164,27,258,195
324,208,477,708
293,491,300,228
243,117,148,196
765,632,951,1581
223,298,246,133
405,287,535,488
40,71,64,70
215,303,418,318
451,737,581,200
97,213,159,260
309,215,251,292
199,572,297,433
281,427,374,312
277,76,376,225
510,1072,547,323
622,706,778,530
253,228,237,298
320,374,495,1148
305,264,490,644
111,186,168,171
454,460,357,410
751,689,876,671
273,444,295,284
911,1020,852,1170
108,113,143,123
481,238,638,331
411,804,696,1201
985,1321,943,775
223,301,360,394
536,358,604,500
290,524,319,479
873,850,1203,933
333,309,423,437
891,802,963,730
368,200,461,186
162,201,239,234
195,184,159,73
216,267,139,164
202,153,221,149
135,109,174,112
542,1061,673,787
738,674,907,683
436,854,516,173
497,592,708,1241
568,1043,560,370
414,275,554,909
344,144,336,251
658,597,998,808
586,849,715,395
519,611,765,476
201,388,233,93
195,236,294,396
778,1350,719,1148
541,299,619,1145
166,215,155,215
60,244,139,78
396,538,402,562
468,420,476,444
193,168,184,149
190,159,314,462
750,1024,925,564
1015,1443,1078,1280
266,227,254,280
585,1282,672,110
322,377,327,268
199,229,140,197
180,288,354,727
1382,866,1615,1321
487,410,777,810
140,107,168,91
175,155,136,87
354,333,405,460
